,title,studio,domestic_gross,foreign_gross,year,movie_id,primary_title,original_title,start_year,runtime_minutes,genres
1998,Baaghi 2,FIP,1300000.0,29900000.0,2018,tt6843812,Baaghi 2,Baaghi 2,2018.0,137.0,"Action,Thriller"
1999,The Happytime Murders,STX,20700000.0,6800000.0,2018,tt1308728,The Happytime Murders,The Happytime Murders,2018.0,91.0,"Action,Comedy,Crime"
2000,Midnight Sun,Global Road,9600000.0,17800000.0,2018,tt4799066,Midnight Sun,Midnight Sun,2018.0,91.0,"Drama,Romance"
2001,Pad Man,Sony,1700000.0,25600000.0,2018,,,,,,
2002,Monster Family,VPD,127000.0,26300000.0,2018,tt6572702,Monster Family,Happy Family,2017.0,93.0,"Animation,Comedy,Family"
2003,White Boy Rick,Studio 8,24000000.0,1900000.0,2018,tt4537896,White Boy Rick,White Boy Rick,2018.0,111.0,"Crime,Drama"
2004,The Death of Stalin,IFC,8000000.0,16600000.0,2018,tt4686844,The Death of Stalin,The Death of Stalin,2017.0,107.0,"Comedy,Drama,History"
2005,"Paul, Apostle of Christ",Affirm,17600000.0,5500000.0,2018,tt7388562,"Paul, Apostle of Christ","Paul, Apostle of Christ",2018.0,108.0,"Adventure,Biography,Drama"
2006,Padmaavat,VPD,11800000.0,11100000.0,2018,tt5935704,Padmaavat,Padmaavat,2018.0,164.0,"Drama,History,Romance"
2007,Proud Mary,SGem,20900000.0,876000.0,2018,tt6421110,Proud Mary,Proud Mary,2018.0,89.0,"Action,Crime,Drama"
2008,Superfly,Sony,20500000.0,236000.0,2018,,,,,,
2009,If Beale Street Could Talk,Annapurna,14900000.0,5700000.0,2018,tt7125860,If Beale Street Could Talk,If Beale Street Could Talk,2018.0,119.0,"Drama,Romance"
2010,Burn the Stage: The Movie,Trafalgar,4200000.0,16100000.0,2018,tt9151704,Burn the Stage: The Movie,Burn the Stage: The Movie,2018.0,84.0,"Documentary,Music"
2011,Detective K: Secret of the Living Dead,WGUSA,104000.0,18500000.0,2018,tt7108976,Detective K: Secret of the Living Dead,Jo-seon-myeong-tamjeong: Heupyeolgoemaui bimil,2018.0,120.0,"Comedy,Crime"
2012,The Wife,SPC,9600000.0,8600000.0,2018,tt3750872,The Wife,The Wife,2017.0,99.0,Drama
2013,Hell Fest,LGF,11100000.0,7100000.0,2018,tt1999890,Hell Fest,Hell Fest,2018.0,89.0,Horror
2014,Chappaquiddick,ENTMP,17400000.0,591000.0,2018,tt5270948,Chappaquiddick,Chappaquiddick,2017.0,106.0,"Drama,History,Thriller"
2015,The Children Act,A24,548000.0,17000000.0,2018,tt6040662,The Children Act,The Children Act,2017.0,105.0,Drama
2016,Beautiful Boy (2018),Amazon,7600000.0,8700000.0,2018,,,,,,
2017,Tully (2018),Focus,9400000.0,6300000.0,2018,,,,,,
2018,Unfriended: Dark Web,BH Tilt,8900000.0,6300000.0,2018,tt4761916,Unfriended: Dark Web,Unfriended: Dark Web,2018.0,92.0,"Crime,Horror,Mystery"
2019,Upgrade,BH Tilt,12000000.0,2400000.0,2018,tt6499752,Upgrade,Upgrade,2018.0,100.0,"Action,Sci-Fi,Thriller"
2020,Unsane,BST,7700000.0,6600000.0,2018,tt7153766,Unsane,Unsane,2018.0,98.0,"Drama,Horror,Mystery"
2021,The Sisters Brothers,Annapurna,3100000.0,10000000.0,2018,tt4971344,The Sisters Brothers,Les frères Sisters,2018.0,122.0,"Adventure,Comedy,Crime"
2022,Welcome to Marwen,Uni.,10800000.0,2100000.0,2018,tt3289724,Welcome to Marwen,Welcome to Marwen,2018.0,116.0,"Biography,Comedy,Drama"
2023,Hotel Artemis,Global Road,6700000.0,6000000.0,2018,tt5834262,Hotel Artemis,Hotel Artemis,2018.0,94.0,"Action,Drama,Sci-Fi"
2024,Marrowbone,Magn.,1400.0,12300000.0,2018,tt5886440,Marrowbone,Marrowbone,2017.0,110.0,"Drama,Horror,Thriller"
2025,102 Not Out,Sony,1300000.0,10900000.0,2018,tt6580564,102 Not Out,102 Not Out,2018.0,102.0,"Comedy,Drama"
2026,Boy Erased,Focus,6800000.0,5000000.0,2018,tt7008872,Boy Erased,Boy Erased,2018.0,115.0,"Biography,Drama"
2027,Back to Burgundy,MBox,258000.0,11400000.0,2018,tt5247704,Back to Burgundy,Ce qui nous lie,2017.0,113.0,"Comedy,Drama"
2028,The Bookshop,Greenwich,1600000.0,9900000.0,2018,tt3127022,The Bookshop,The Bookshop,2017.0,113.0,Drama
2029,Gringo,STX,5000000.0,6000000.0,2018,tt4180008,Gringo,Gringo,2016.0,80.0,Drama
2030,Gringo,STX,5000000.0,6000000.0,2018,tt3721964,Gringo,Gringo,2018.0,111.0,"Action,Comedy,Crime"
2031,Golden Slumber,CJ,94500.0,10600000.0,2018,tt6485776,Golden Slumber,Gol-deun seul-leom-beo,2018.0,108.0,"Action,Thriller"
2032,Kin,LGF,5700000.0,4300000.0,2018,tt6017942,Kin,Kin,2018.0,102.0,"Action,Drama,Sci-Fi"
2033,The Big Bad Fox and Other Tales,GK,35800.0,9600000.0,2018,,,,,,
2034,Traffik,LGF,9200000.0,336000.0,2018,tt5670152,Traffik,Traffik,2018.0,96.0,"Action,Crime,Drama"
2035,7 Days in Entebbe,Focus,3300000.0,5400000.0,2018,tt5466186,7 Days in Entebbe,Entebbe,2018.0,107.0,"Action,Drama,History"
2036,Pope Francis - A Man of His Word,Focus,2000000.0,6600000.0,2018,,,,,,
2037,Condorito: La Pelicula,LGF,448000.0,8000000.0,2018,,,,,,
2038,Suspiria,Amazon,2500000.0,5400000.0,2018,tt1034415,Suspiria,Suspiria,2018.0,152.0,"Fantasy,Horror,Mystery"
2039,Disobedience,BST,3500000.0,4400000.0,2018,tt6108178,Disobedience,Disobedience,2017.0,114.0,"Drama,Romance"
2040,Qué León (What A Lion),Spanglish,2600000.0,5200000.0,2018,,,,,,
2041,Life Itself (2018),Amazon,4099999.0,3700000.0,2018,,,,,,
2042,Beirut,BST,5000000.0,2500000.0,2018,tt4669264,Beirut,Beirut,2018.0,109.0,"Drama,Thriller"
2043,Return of the Hero,Distrib.,37100.0,7300000.0,2018,tt7064498,Return of the Hero,Le retour du héros,2018.0,90.0,"Comedy,History"
2044,Soorma,Sony,390000.0,6200000.0,2018,tt7690638,Soorma,Soorma,2018.0,131.0,"Biography,Drama,Sport"
2045,Destroyer,Annapurna,1500000.0,4000000.0,2018,tt7137380,Destroyer,Destroyer,2018.0,121.0,"Action,Crime,Drama"
2046,Madame,Blue Fox,91000.0,5300000.0,2018,tt6045466,Madame,Madame,2017.0,91.0,"Comedy,Drama,Romance"
2047,Blindspotting,LG/S,4300000.0,530000.0,2018,tt7242142,Blindspotting,Blindspotting,2018.0,95.0,"Comedy,Crime,Drama"
2048,Papillon (2018),BST,2300000.0,2200000.0,2018,,,,,,
2049,The Mercy,Scre.,29500.0,4200000.0,2018,tt3319730,The Mercy,The Mercy,2018.0,112.0,"Adventure,Biography,Drama"
2050,Hichki,Yash,330000.0,3900000.0,2018,,,,,,
2051,Don't Worry He Won't Get Far on Foot,Amazon,1400000.0,2500000.0,2018,,,,,,
2052,A Private War,Aviron,1600000.0,2200000.0,2018,tt2368254,A Private War,A Private War,2018.0,110.0,"Biography,Drama,War"
2053,Gauguin: Voyage to Tahiti,Cohen,200000.0,3100000.0,2018,tt6330052,Gauguin: Voyage to Tahiti,Gauguin - Voyage de Tahiti,2017.0,102.0,"Biography,Drama,Romance"
2054,The Front Runner,Sony,2000000.0,1200000.0,2018,tt7074886,The Front Runner,The Front Runner,2018.0,113.0,"Biography,Drama,History"
2055,Wildlife,IFC,1100000.0,2000000.0,2018,tt5929754,Wildlife,Wildlife,2018.0,105.0,Drama
2056,Billionaire Boy's Club,VE,1300.0,2500000.0,2018,,,,,,
2057,Bilal: A New Breed of Hero,VE,491000.0,1700000.0,2018,,,,,,
2058,I Still See You,LGF,1400.0,1500000.0,2018,tt2160105,I Still See You,I Still See You,2018.0,98.0,"Fantasy,Thriller"
2059,The Catcher Was a Spy,IFC,725000.0,229000.0,2018,tt4602066,The Catcher Was a Spy,The Catcher Was a Spy,2018.0,98.0,"Biography,Drama,War"
2060,Time Freak,Grindstone,10000.0,256000.0,2018,tt6769280,Time Freak,Time Freak,2018.0,104.0,"Comedy,Drama,Romance"
2061,Reign of Judges: Title of Liberty - Concept Short,Darin Southa,93200.0,5200.0,2018,,,,,,
2062,Antonio Lopez 1970: Sex Fashion & Disco,FM,43200.0,30000.0,2018,tt5792490,Antonio Lopez 1970: Sex Fashion & Disco,Antonio Lopez 1970: Sex Fashion & Disco,2017.0,95.0,"Biography,Documentary"
